Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,Subject
Mass_media,Mass_media,,54,48,102,54,48,102,7,0.338567,0.365016,36546.926093,5,1,6,0.05731,0
Moore%27s_Law,Moore%27s_Law,,1,16,17,1,16,17,7,0.293194,0.310374,632.511701,7,1,6,0.150735,0
Nationalism,Nationalism,,79,108,187,79,108,187,7,0.364864,0.400771,28624.673767,6,1,6,0.097919,0
Nazism,Nazism,,122,50,172,122,50,172,7,0.338228,0.366324,22918.94247,4,1,6,0.068534,0
Nitrogen,Nitrogen,,109,46,155,109,46,155,7,0.324814,0.350509,31442.10665,7,1,6,0.074185,0
Physics,Physics,,128,107,235,128,107,235,7,0.352675,0.385922,109431.660121,7,1,6,0.059788,0
Quantum_mechanics,Quantum_mechanics,,62,41,103,62,41,103,7,0.313486,0.336236,18136.9842,7,1,6,0.113117,0
Russian_Revolution_of_1917,Russian_Revolution_of_1917,,46,18,64,46,18,64,7,0.304514,0.324433,10128.147329,4,1,6,0.173655,0
Scurvy,Scurvy,,17,20,37,17,20,37,7,0.314239,0.334724,7362.610813,1,1,6,0.079637,0
Technology,Technology,,70,38,108,70,38,108,7,0.328525,0.352426,17402.514245,6,1,6,0.052475,0
Television,Television,,158,21,179,158,21,179,7,0.312158,0.331513,21488.924485,5,1,6,0.028254,0
Tobacco_smoking,Tobacco_smoking,,25,40,65,25,40,65,6,0.345462,0.371004,15870.519977,1,1,6,0.075706,0
Trench_warfare,Trench_warfare,,18,50,68,18,50,68,6,0.345727,0.373018,6313.068848,4,1,6,0.117967,0
Vietnam_War,Vietnam_War,,89,31,120,89,31,120,7,0.323414,0.347491,9257.829375,5,1,6,0.066126,0
Vitamin,Vitamin,,30,27,57,30,27,57,7,0.323182,0.345999,17450.034222,1,1,6,0.067177,0
War,War,,83,43,126,83,43,126,7,0.326094,0.351838,28030.879153,6,1,6,0.062816,0
African_Union,African_Union,,38,89,127,38,89,127,7,0.334213,0.36559,8421.637028,2,1,6,0.231579,0
Archbishop_of_Canterbury,Archbishop_of_Canterbury,,70,26,96,70,26,96,7,0.311128,0.333016,6534.750446,3,1,6,0.11506,0
Argentina,Argentina,,189,163,352,189,163,352,6,0.386537,0.425308,160259.125139,1,1,6,0.059543,0
Ariel_Sharon,Ariel_Sharon,,8,28,36,8,28,36,7,0.327411,0.351884,1331.404799,2,1,6,0.170363,0
Arnold_Schwarzenegger,Arnold_Schwarzenegger,,10,18,28,10,18,28,7,0.322951,0.344732,2620.237083,5,1,6,0.14,0
Bill_Gates,Bill_Gates,,15,26,41,15,26,41,7,0.331534,0.354677,5573.65114,5,1,6,0.080297,0
Black_hole,Black_hole,,17,25,42,17,25,42,7,0.311463,0.330643,2926.131705,7,1,6,0.222816,0
Blade_Runner,Blade_Runner,,4,32,36,4,32,36,7,0.336459,0.360219,2647.483853,5,1,6,0.088235,0
C%C3%B4te_d%27Ivoire,C%C3%B4te_d%27Ivoire,,62,44,106,62,44,106,7,0.331182,0.357509,8264.787809,2,1,6,0.244078,0
Capitalism,Capitalism,,87,47,134,87,47,134,6,0.340072,0.366802,26709.96853,6,1,6,0.092568,0
Cassini-Huygens,Cassini-Huygens,,14,18,32,14,18,32,7,0.307214,0.325474,1015.972838,7,1,6,0.17328,0
Civilization,Civilization,,58,121,179,58,121,179,7,0.36751,0.40288,39132.650439,6,1,6,0.073913,0
Comet_Halley,Comet_Halley,,8,19,27,8,19,27,7,0.312327,0.331836,3206.584882,7,1,6,0.126812,0
Condoleezza_Rice,Condoleezza_Rice,,15,91,106,15,91,106,7,0.361351,0.394937,7256.734484,2,1,6,0.136238,0
Darfur_conflict,Darfur_conflict,,12,30,42,12,30,42,7,0.315954,0.339916,1723.090022,2,1,6,0.154356,0
Democracy,Democracy,,153,44,197,153,44,197,7,0.339901,0.368063,27454.25404,6,1,6,0.073295,0
Denmark,Denmark,,230,51,281,230,51,281,7,0.340787,0.369327,51022.408886,4,1,6,0.061147,0
Doctor_Who,Doctor_Who,,37,49,86,37,49,86,7,0.344963,0.372852,19622.387928,3,1,6,0.084388,0
Economics,Economics,,106,38,144,106,38,144,7,0.335291,0.359791,26753.512974,6,1,6,0.054978,0
Education,Education,,72,39,111,72,39,111,7,0.332023,0.356958,39130.995699,6,1,6,0.066026,0
Fidel_Castro,Fidel_Castro,,23,46,69,23,46,69,7,0.343705,0.371405,2826.412921,1,1,6,0.122356,0
Georgia_%28country%29,Georgia_%28country%29,,84,180,264,84,180,264,6,0.373331,0.414743,25642.38778,2,1,6,0.151052,0
Global_warming,Global_warming,,71,32,103,71,32,103,6,0.338228,0.362079,23858.509392,7,1,6,0.070735,0
Globalization,Globalization,,27,40,67,27,40,67,7,0.338002,0.365201,10657.469991,6,1,6,0.096262,0
Google,Google,,23,22,45,23,22,45,7,0.323518,0.345371,6559.661959,5,1,6,0.060395,0
Gordon_Brown,Gordon_Brown,,12,19,31,12,19,31,7,0.320855,0.343184,5830.832184,3,1,6,0.19709,0
HIV,HIV,,48,16,64,48,16,64,7,0.323466,0.34584,3825.993081,2,1,6,0.102825,0
Harry_Potter,Harry_Potter,,20,27,47,20,27,47,6,0.338878,0.361659,11185.823232,3,1,6,0.068106,0
Homestar_Runner,Homestar_Runner,,5,12,17,5,12,17,7,0.294729,0.310431,2716.53751,5,1,6,0.040441,0
Homo_floresiensis,Homo_floresiensis,,2,23,25,2,23,25,7,0.31959,0.341789,196.083629,1,1,6,0.14,0
Jaws_%28film%29,Jaws_%28film%29,,9,11,20,9,11,20,7,0.307144,0.325025,3611.684333,5,1,6,0.120833,0
King_Kong_%282005_film%29,King_Kong_%282005_film%29,,4,15,19,4,15,19,7,0.317314,0.337605,5132.09058,1,1,6,0.176471,0
Kyrgyzstan,Kyrgyzstan,,51,40,91,51,40,91,7,0.331996,0.357783,5342.548072,2,1,6,0.179475,0
Lance_Armstrong,Lance_Armstrong,,5,10,15,5,10,15,7,0.306078,0.32453,872.849699,4,1,6,0.204545,0
Latvia,Latvia,,72,78,150,72,78,150,7,0.342196,0.374012,6027.660285,4,1,6,0.251281,0
Lebanon,Lebanon,,114,192,306,114,192,306,7,0.377925,0.420834,31581.261947,2,1,6,0.129211,0
Linus_Torvalds,Linus_Torvalds,,10,14,24,10,14,24,7,0.304652,0.321326,5825.154223,5,1,6,0.099415,0
Linux,Linux,,45,12,57,45,12,57,8,0.26059,0.273329,15548.168881,5,1,6,0.086275,0
Madrid,Madrid,,67,71,138,67,71,138,7,0.337721,0.367913,15674.573239,4,1,6,0.079935,0
Mahmoud_Abbas,Mahmoud_Abbas,,6,24,30,6,24,30,7,0.325231,0.349266,160.665876,2,1,6,0.240741,0
Malaria,Malaria,,57,40,97,57,40,97,7,0.338539,0.36515,9385.507651,2,1,6,0.077759,0
Malta,Malta,,93,39,132,93,39,132,7,0.332241,0.35872,5492.85517,4,1,6,0.15247,0
Mars_Exploration_Rover,Mars_Exploration_Rover,,7,22,29,7,22,29,7,0.316743,0.338383,2480.139828,7,1,6,0.066138,0
Mars_Reconnaissance_Orbiter,Mars_Reconnaissance_Orbiter,,5,14,19,5,14,19,8,0.291571,0.30903,626.554959,7,1,6,0.132353,0
Mercury_%28planet%29,Mercury_%28planet%29,,39,53,92,39,53,92,7,0.337805,0.364269,14534.582792,7,1,6,0.129038,0
Montenegro,Montenegro,,46,88,134,46,88,134,6,0.352032,0.385155,3711.761878,4,1,6,0.326768,0
Neptune,Neptune,,25,22,47,25,22,47,7,0.310532,0.330296,3351.565062,7,1,6,0.188734,0
New_Delhi,New_Delhi,,24,11,35,24,11,35,7,0.305225,0.32423,666.235005,2,1,6,0.120265,0
North_Korea,North_Korea,,72,33,105,72,33,105,7,0.330723,0.355668,6436.362668,2,1,6,0.158863,0
Osama_bin_Laden,Osama_bin_Laden,,15,48,63,15,48,63,7,0.341476,0.368831,2659.237044,2,1,6,0.18663,0
Pope_Benedict_XVI,Pope_Benedict_XVI,,22,50,72,22,50,72,7,0.33358,0.361742,3563.014749,4,1,6,0.120192,0
Poverty,Poverty,,65,55,120,65,55,120,7,0.338623,0.366988,30599.255092,6,1,6,0.056969,0
Richard_Stallman,Richard_Stallman,,14,23,37,14,23,37,7,0.314532,0.335713,11879.886373,5,1,6,0.082661,0
Rowan_Williams,Rowan_Williams,,9,16,25,9,16,25,7,0.313074,0.332799,636.070031,3,1,6,0.228947,0
Salt_Lake_City%2C_Utah,Salt_Lake_City%2C_Utah,,15,45,60,15,45,60,7,0.336711,0.363997,2902.580596,5,1,6,0.089562,0
Senegal,Senegal,,82,23,105,82,23,105,7,0.314069,0.336179,2827.05071,2,1,6,0.231868,0
September_11%2C_2001_attacks,September_11%2C_2001_attacks,,72,48,120,72,48,120,6,0.347714,0.375493,23337.31951,5,1,6,0.090724,0
Solar_eclipse,Solar_eclipse,,24,22,46,24,22,46,7,0.321516,0.342891,5440.503833,7,1,6,0.091768,0
South_Korea,South_Korea,,134,39,173,134,39,173,7,0.336823,0.363606,13158.833046,2,1,6,0.09211,0
Space_Shuttle_Columbia_disaster,Space_Shuttle_Columbia_disaster,,8,17,25,8,17,25,7,0.311439,0.3311,3086.441644,5,1,6,0.15,0
Sri_Lankan_Civil_War,Sri_Lankan_Civil_War,,3,17,20,3,17,20,7,0.317712,0.339143,76.398998,4,1,6,0.230994,0
Star_Trek__Deep_Space_Nine,Star_Trek__Deep_Space_Nine,,7,14,21,7,14,21,7,0.31954,0.339017,5869.097436,5,1,6,0.091912,0
Star_Wars,Star_Wars,,27,33,60,27,33,60,7,0.337159,0.360517,33509.100272,5,1,6,0.07089,0
Stargate_SG-1,Stargate_SG-1,,11,50,61,11,50,61,6,0.349905,0.377635,3839.391681,4,1,6,0.153107,0
Stephen_Harper,Stephen_Harper,,9,16,25,9,16,25,7,0.306402,0.325614,640.561681,5,1,6,0.168421,0
Stephen_Hawking,Stephen_Hawking,,13,35,48,13,35,48,7,0.34697,0.371952,8520.58523,7,1,6,0.107294,0
Sudan,Sudan,,123,132,255,123,132,255,7,0.354588,0.390514,36759.223993,2,1,6,0.137054,0
Terrorism,Terrorism,,53,29,82,53,29,82,7,0.329005,0.353608,8761.31511,2,1,6,0.097569,0
The_Lord_of_the_Rings_film_trilogy,The_Lord_of_the_Rings_film_trilogy,,12,14,26,12,14,26,7,0.304766,0.322061,7933.257501,5,1,6,0.089474,0
Tony_Blair,Tony_Blair,,44,87,131,44,87,131,7,0.35962,0.393186,28842.552401,3,1,6,0.104534,0
Tour_de_France,Tour_de_France,,12,20,32,12,20,32,7,0.319792,0.341537,16219.63142,4,1,6,0.284615,0
Transit_of_Venus,Transit_of_Venus,,7,33,40,7,33,40,7,0.333032,0.357032,2072.729409,7,1,6,0.098348,0
Tuberculosis,Tuberculosis,,73,32,105,73,32,105,6,0.343414,0.369417,18456.356862,6,1,6,0.046364,0
Turkey,Turkey,,249,172,421,249,172,421,6,0.369116,0.410574,87011.576673,2,1,6,0.080071,0
U2,U2,,22,32,54,22,32,54,6,0.334378,0.359394,6454.925969,5,1,6,0.123265,0
Ukraine,Ukraine,,171,58,229,171,58,229,7,0.332677,0.36123,19499.191849,4,1,6,0.099267,0
World_Health_Organization,World_Health_Organization,,57,45,102,57,45,102,7,0.332895,0.35951,10867.444124,2,1,6,0.086359,0
Cai_Lun,Cai_Lun,,2,5,7,2,5,7,7,0.292222,0.308612,4.665596,3,1,6,0.309524,0
Hadrian%27s_Wall,Hadrian%27s_Wall,,14,17,31,14,17,31,7,0.30923,0.329219,630.591227,3,1,6,0.12963,0
Ptolemy,Ptolemy,,46,26,72,46,26,72,7,0.330184,0.354375,12746.475542,7,1,6,0.085482,0
Citizenship,Citizenship,,34,24,58,34,24,58,7,0.32012,0.342393,3005.746739,6,1,6,0.070707,0
Glasses,Glasses,,7,21,28,7,21,28,7,0.334571,0.356342,4879.086815,7,1,6,0.090769,0
4-2-0,4-2-0,,4,4,8,4,4,8,7,0.290152,0.306124,113.154966,5,1,6,0.095238,0
Chicago_and_North_Western_Railway,Chicago_and_North_Western_Railway,,7,7,14,7,7,14,7,0.297345,0.314587,5242.115392,5,1,6,0.212121,0
Robert_Stephenson,Robert_Stephenson,,7,10,17,7,10,17,7,0.300898,0.318398,1110.441274,3,1,6,0.147436,0
6-2-0,6-2-0,,1,3,4,1,3,4,7,0.30148,0.318735,72.375186,5,1,6,0.25,0
47_Ursae_Majoris,47_Ursae_Majoris,,3,16,19,3,16,19,7,0.296562,0.314717,9234.624657,7,1,6,0.45,0
47_Ursae_Majoris_b,47_Ursae_Majoris_b,,2,13,15,2,13,15,7,0.291089,0.308413,37.84217,7,1,6,0.423077,0
47_Ursae_Majoris_c,47_Ursae_Majoris_c,,2,11,13,2,11,13,8,0.276346,0.291374,1.085206,7,1,6,0.518182,0
Helium,Helium,,69,73,142,69,73,142,7,0.351605,0.382259,38717.600122,7,1,6,0.106323,0
Hydrogen,Hydrogen,,155,56,211,155,56,211,7,0.31841,0.343801,59902.033931,7,1,6,0.07793,0
Iron,Iron,,204,57,261,204,57,261,7,0.336739,0.365078,73746.610055,7,1,6,0.05018,0
Planetary_habitability,Planetary_habitability,,11,52,63,11,52,63,7,0.324035,0.349256,24826.98296,7,1,6,0.178463,0
Saturn,Saturn,,23,38,61,23,38,61,7,0.319565,0.342196,3017.55395,7,1,6,0.198701,0
Ammonia,Ammonia,,53,57,110,53,57,110,7,0.343268,0.37115,25279.905879,7,1,6,0.105353,0
Cloud,Cloud,,30,21,51,30,21,51,7,0.304149,0.321991,4634.933482,7,1,6,0.098551,0
Gas_giant,Gas_giant,,32,19,51,32,19,51,7,0.303534,0.322485,2375.356915,7,1,6,0.193939,0
Aluminium,Aluminium,,107,80,187,107,80,187,7,0.345227,0.376267,50410.870803,7,1,6,0.084752,0
Ceres_%28dwarf_planet%29,Ceres_%28dwarf_planet%29,,6,32,38,6,32,38,7,0.320272,0.341739,842.907519,7,1,6,0.21371,0
Crust_%28geology%29,Crust_%28geology%29,,38,9,47,38,9,47,7,0.286948,0.30215,1626.647296,7,1,6,0.138792,0
Metal,Metal,,108,43,151,108,43,151,7,0.318285,0.341856,32892.465964,7,1,6,0.088014,0
Metamorphic_rock,Metamorphic_rock,,17,13,30,17,13,30,7,0.292983,0.309403,1469.937604,7,1,6,0.108262,0
Nickel,Nickel,,51,35,86,51,35,86,7,0.328312,0.352503,12833.881269,7,1,6,0.123658,0
Alchemy,Alchemy,,53,91,144,53,91,144,7,0.363587,0.396091,44037.761973,7,1,6,0.071925,0
Armenia,Armenia,,99,186,285,99,186,285,6,0.376836,0.418323,34895.339422,2,1,6,0.128337,0
Augustine_of_Hippo,Augustine_of_Hippo,,42,21,63,42,21,63,7,0.307891,0.32801,4478.022298,6,1,6,0.078966,0
Christian_monasticism,Christian_monasticism,,6,26,32,6,26,32,7,0.318761,0.341431,6697.846549,3,1,6,0.128307,0
First_Council_of_Nicaea,First_Council_of_Nicaea,,6,22,28,6,22,28,7,0.308125,0.329782,383.19434,4,1,6,0.218462,0
55_Cancri,55_Cancri,,8,23,31,8,23,31,7,0.299299,0.317371,20790.444785,7,1,6,0.33,0
55_Cancri_b,55_Cancri_b,,5,14,19,5,14,19,7,0.280398,0.296039,26.386001,7,1,6,0.3875,0
55_Cancri_c,55_Cancri_c,,4,13,17,4,13,17,8,0.281254,0.296534,13.4552,7,1,6,0.480769,0
55_Cancri_d,55_Cancri_d,,4,15,19,4,15,19,7,0.292644,0.309991,118.071498,7,1,6,0.366667,0
55_Cancri_e,55_Cancri_e,,2,16,18,2,16,18,7,0.292328,0.308713,21.690601,7,1,6,0.429167,0
Binoculars,Binoculars,,14,7,21,14,7,21,7,0.312785,0.331523,2885.913361,7,1,6,0.092105,0
Upsilon_Andromedae,Upsilon_Andromedae,,6,20,26,6,20,26,7,0.296627,0.314391,13894.970923,7,1,6,0.311688,0
Tide,Tide,,38,14,52,38,14,52,7,0.296432,0.312921,7202.350347,7,1,6,0.082908,0
Heat,Heat,,48,24,72,48,24,72,7,0.30383,0.32362,9862.613936,7,1,6,0.086558,0
Attila_the_Hun,Attila_the_Hun,,15,35,50,15,35,50,7,0.325048,0.350132,2123.144449,4,1,6,0.161425,0
Backgammon,Backgammon,,7,31,38,7,31,38,7,0.331209,0.356266,799.420903,2,1,6,0.181818,0
Chess,Chess,,38,24,62,38,24,62,7,0.319817,0.34267,5603.107117,2,1,6,0.078901,0
Franks,Franks,,48,26,74,48,26,74,7,0.317811,0.340958,4993.184764,4,1,6,0.155757,0
King_Arthur,King_Arthur,,23,27,50,23,27,50,7,0.31657,0.338206,4474.394354,3,1,6,0.098057,0
Language,Language,,110,24,134,110,24,134,7,0.313996,0.335745,28188.400014,6,1,6,0.037121,0
Vietnam,Vietnam,,146,54,200,146,54,200,7,0.342978,0.371173,24771.30255,2,1,6,0.083825,0
English_poetry,English_poetry,,9,45,54,9,45,54,7,0.338313,0.364946,9013.302213,3,1,6,0.125566,0
Heraclius,Heraclius,,10,11,21,10,11,21,8,0.292075,0.309305,200.899553,4,1,6,0.300654,0
Lake_Chad,Lake_Chad,,8,12,20,8,12,20,7,0.305708,0.324711,321.04287,2,1,6,0.2,0
Library_of_Alexandria,Library_of_Alexandria,,9,10,19,9,10,19,7,0.290818,0.306456,1409.004491,6,1,6,0.068627,0
Qur%27an,Qur%27an,,53,23,76,53,23,76,7,0.315437,0.337976,2961.570629,2,1,6,0.11194,0
Shinto,Shinto,,15,22,37,15,22,37,7,0.315168,0.335832,2776.081335,2,1,6,0.133333,0
Sutton_Hoo,Sutton_Hoo,,4,14,18,4,14,18,7,0.298483,0.315951,3172.063096,3,1,6,0.133987,0
Taoism,Taoism,,37,23,60,37,23,60,7,0.311176,0.331722,6833.89846,2,1,6,0.143529,0
Abbasid,Abbasid,,29,17,46,29,17,46,7,0.299056,0.317739,892.049089,2,1,6,0.162021,0
Battle_of_Tours,Battle_of_Tours,,5,26,31,5,26,31,7,0.317438,0.34049,565.136091,4,1,6,0.224138,0
Charlemagne,Charlemagne,,57,49,106,57,49,106,7,0.33235,0.358911,12910.545398,4,1,6,0.101748,0
Du_Fu,Du_Fu,,4,27,31,4,27,31,7,0.31851,0.340656,732.545424,6,1,6,0.097701,0
Rhine,Rhine,,43,53,96,43,53,96,7,0.33554,0.362418,15538.518549,4,1,6,0.123377,0
Arctic_Ocean,Arctic_Ocean,,36,24,60,36,24,60,7,0.331209,0.353859,8856.269536,1,1,6,0.153623,0
Alfred_the_Great,Alfred_the_Great,,21,29,50,21,29,50,7,0.319464,0.342617,6078.469038,3,1,6,0.144019,0
Bulgaria,Bulgaria,,110,145,255,110,145,255,6,0.374988,0.412872,22693.95153,4,1,6,0.146868,0
Danube,Danube,,43,37,80,43,37,80,7,0.31583,0.33984,2500.455616,4,1,6,0.205069,0
Gunpowder,Gunpowder,,24,7,31,24,7,31,7,0.298703,0.315017,1648.663674,7,1,6,0.098291,0
Vulgar_Latin,Vulgar_Latin,,10,21,31,10,21,31,7,0.307168,0.32783,1318.462342,4,1,6,0.196923,0
Western_Roman_Empire,Western_Roman_Empire,,28,49,77,28,49,77,7,0.323363,0.3502,3462.04928,4,1,6,0.193371,0
A._E._J._Collins,A._E._J._Collins,,0,9,9,0,9,9,7,0.302747,0.320455,0,3,1,17,0.333333,0
Bristol,Bristol,,62,62,124,62,62,124,7,0.348671,0.379447,40829.257503,3,1,6,0.077194,0
The_Ashes,The_Ashes,,6,14,20,6,14,20,7,0.311463,0.331712,2805.250086,3,1,6,0.156863,0
ABO_blood_group_system,ABO_blood_group_system,,2,20,22,2,20,22,7,0.322591,0.344956,3096.0095,1,1,6,0.17381,0
Ape,Ape,,12,20,32,12,20,32,7,0.318711,0.340958,1053.704464,1,1,6,0.130542,0
Blood_type,Blood_type,,6,5,11,6,5,11,8,0.263829,0.276439,4768.459347,1,1,6,0.088889,0
Bonobo,Bonobo,,9,15,24,9,15,24,7,0.323905,0.345577,755.75132,1,1,6,0.155844,0
Chimpanzee,Chimpanzee,,25,24,49,25,24,49,7,0.323389,0.345181,5170.141238,1,1,6,0.081313,0
Gorilla,Gorilla,,16,15,31,16,15,31,7,0.300163,0.31905,6491.555243,1,1,6,0.114532,0
Hong_Kong,Hong_Kong,,129,68,197,129,68,197,6,0.35838,0.387876,33439.806088,2,1,6,0.066404,0
Plant,Plant,,185,70,255,185,70,255,7,0.331047,0.358813,102816.106949,1,1,6,0.038537,0
AC_DC,AC_DC,,0,28,28,0,28,28,6,0.335179,0.359186,0,5,1,18,0.222222,0
Bluegrass_music,Bluegrass_music,,9,9,18,9,9,18,7,0.285835,0.302047,761.404659,5,1,6,0.229167,0
Glasgow,Glasgow,,61,55,116,61,55,116,6,0.352185,0.381048,28281.135353,3,1,6,0.081117,0
Guitar,Guitar,,54,17,71,54,17,71,7,0.301368,0.319994,4542.1285,5,1,6,0.059674,0
Hip_hop_music,Hip_hop_music,,50,48,98,50,48,98,7,0.341102,0.368696,13143.590064,5,1,6,0.10572,0
Iron_Maiden,Iron_Maiden,,14,12,26,14,12,26,7,0.320398,0.341297,1093.232732,5,1,6,0.215415,0
Melbourne,Melbourne,,60,70,130,60,70,130,6,0.358476,0.389048,31346.034492,3,1,6,0.05725,0
Perth%2C_Western_Australia,Perth%2C_Western_Australia,,34,35,69,34,35,69,7,0.33424,0.35865,12069.496858,3,1,6,0.084856,0
Queen_%28band%29,Queen_%28band%29,,15,51,66,15,51,66,6,0.347655,0.376011,15418.597949,5,1,6,0.143073,0
Superman,Superman,,20,33,53,20,33,53,7,0.340586,0.365035,10526.240654,5,1,6,0.088435,0
The_Beatles,The_Beatles,,61,60,121,61,60,121,6,0.352583,0.382116,41368.391477,5,1,6,0.076909,0
Brain,Brain,,54,54,108,54,54,108,7,0.325283,0.35101,36858.120048,1,1,6,0.049342,0
Cameroon,Cameroon,,83,32,115,83,32,115,7,0.336125,0.361162,7549.86245,2,1,6,0.179985,0
DNA,DNA,,100,31,131,100,31,131,7,0.320246,0.340549,42897.366665,1,1,6,0.048675,0
Eye,Eye,,54,31,85,54,31,85,7,0.304606,0.325491,31280.590635,1,1,6,0.0491,0
Fungus,Fungus,,38,20,58,38,20,58,7,0.310295,0.329503,6035.002199,1,1,6,0.115918,0
Gabon,Gabon,,59,19,78,59,19,78,7,0.311894,0.333546,1767.554768,2,1,6,0.298806,0
Genetics,Genetics,,68,27,95,68,27,95,7,0.31583,0.335803,15531.640976,1,1,6,0.06881,0
Meningitis,Meningitis,,9,15,24,9,15,24,7,0.316743,0.336594,1523.060891,1,1,6,0.090909,0
Sub-Saharan_Africa,Sub-Saharan_Africa,,48,74,122,48,74,122,7,0.335707,0.365553,10464.917773,2,1,6,0.159787,0
Virus,Virus,,34,28,62,34,28,62,7,0.3093,0.329573,9429.167421,1,1,6,0.082579,0
Zimbabwe,Zimbabwe,,86,63,149,86,63,149,7,0.350783,0.381287,18385.903811,2,1,6,0.117235,0
AK-47,AK-47,,6,35,41,6,35,41,7,0.333059,0.359395,461.579524,4,1,6,0.22378,0
Albania,Albania,,85,139,224,85,139,224,6,0.363457,0.401126,11342.492164,4,1,6,0.186,0
Burkina_Faso,Burkina_Faso,,62,39,101,62,39,101,7,0.329032,0.354149,6152.069576,2,1,6,0.225868,0
Chromium,Chromium,,34,35,69,34,35,69,7,0.320449,0.345172,3808.847138,7,1,6,0.130055,0
Mozambique,Mozambique,,98,162,260,98,162,260,7,0.359748,0.400021,16997.844382,2,1,6,0.142244,0
Russian_language,Russian_language,,128,65,193,128,65,193,7,0.344611,0.374809,27971.850471,4,1,6,0.081884,0
Spanish_language,Spanish_language,,200,79,279,200,79,279,7,0.356898,0.388672,50575.412154,1,1,6,0.06376,0
Yugoslavia,Yugoslavia,,53,49,102,53,49,102,7,0.337215,0.364798,6254.121315,4,1,6,0.182731,0
ALCO_FA,ALCO_FA,,2,6,8,2,6,8,7,0.292602,0.308698,92.523889,5,1,6,0.309524,0
Canadian_Pacific_Railway,Canadian_Pacific_Railway,,17,47,64,17,47,64,6,0.339759,0.366761,37359.662722,5,1,6,0.105519,0
ASCII,ASCII,,10,5,15,10,5,15,8,0.248255,0.258507,1457.510037,5,1,6,0.042857,0
AT%26T,AT%26T,,15,10,25,15,10,25,7,0.306912,0.325154,4706.300371,5,1,6,0.09058,0
Markup_language,Markup_language,,5,4,9,5,4,9,8,0.251006,0.261634,3102.418415,5,1,6,0.097222,0
Microsoft_Windows,Microsoft_Windows,,43,8,51,43,8,51,8,0.248027,0.259483,5963.664477,5,1,6,0.091362,0
Perl,Perl,,12,7,19,12,7,19,8,0.260155,0.271388,1222.777214,5,1,6,0.216912,0
Dallas%2C_Texas,Dallas%2C_Texas,,29,39,68,29,39,68,7,0.337721,0.362837,9453.088893,5,1,6,0.097312,0
Employment,Employment,,64,15,79,64,15,79,7,0.313002,0.332822,6765.169952,6,1,6,0.033493,0
Industry,Industry,,99,18,117,99,18,117,7,0.310485,0.3301,8557.095434,6,1,6,0.048198,0
San_Francisco%2C_California,San_Francisco%2C_California,,42,26,68,42,26,68,6,0.32962,0.353388,12329.358301,5,1,6,0.08007,0
United_States_Constitution,United_States_Constitution,,47,25,72,47,25,72,7,0.322719,0.345534,5759.022842,5,1,6,0.115819,0
ATLAS_experiment,ATLAS_experiment,,0,17,17,0,17,17,7,0.286968,0.303967,0,7,1,20,0.154412,0
Argon,Argon,,45,31,76,45,31,76,7,0.301055,0.321753,3737.798876,7,1,6,0.210999,0
Central_processing_unit,Central_processing_unit,,25,11,36,25,11,36,7,0.278664,0.293057,3928.469184,7,1,6,0.051136,0
Electric_charge,Electric_charge,,42,25,67,42,25,67,7,0.298549,0.317108,10135.60362,7,1,6,0.129412,0
Electron,Electron,,181,22,203,181,22,203,7,0.293343,0.312493,26364.298208,7,1,6,0.082011,0
Hawking_radiation,Hawking_radiation,,7,11,18,7,11,18,7,0.298022,0.314793,473.875999,7,1,6,0.245833,0
Lead,Lead,,97,30,127,97,30,127,7,0.310437,0.331659,24365.467525,7,1,6,0.078093,0
List_of_particles,List_of_particles,,1,11,12,1,11,12,8,0.268312,0.284083,15.032536,7,1,19,0.378788,0
Magnet,Magnet,,17,10,27,17,10,27,7,0.296367,0.312131,2182.884644,7,1,6,0.115385,0
Momentum,Momentum,,25,9,34,25,9,34,7,0.290401,0.306926,1024.999844,7,1,6,0.211494,0
Photon,Photon,,45,36,81,45,36,81,7,0.306564,0.326787,11837.4363,7,1,6,0.139183,0
Proton,Proton,,44,10,54,44,10,54,7,0.280457,0.295674,658.368628,7,1,6,0.157971,0
Silicon,Silicon,,59,43,102,59,43,102,7,0.320297,0.344451,9983.271322,7,1,6,0.127731,0
Statistics,Statistics,,46,22,68,46,22,68,7,0.308406,0.328674,7667.64339,6,1,6,0.07481,0
String_theory,String_theory,,13,25,38,13,25,38,7,0.296649,0.315244,2380.206877,7,1,6,0.163866,0
A_Christmas_Carol,A_Christmas_Carol,,5,17,22,5,17,22,7,0.320171,0.340769,824.459667,5,1,6,0.119883,0
Animation,Animation,,24,3,27,24,3,27,8,0.263008,0.274579,5775.779484,5,1,6,0.041311,0
Bob_Marley,Bob_Marley,,6,27,33,6,27,33,7,0.340443,0.365238,793.434047,5,1,6,0.168966,0
Country,Country,,82,19,101,82,19,101,7,0.334323,0.356609,8186.558187,2,1,6,0.123185,0
Greek_mythology,Greek_mythology,,70,55,125,70,55,125,7,0.332868,0.360019,40475.57665,6,1,6,0.054054,0
Looney_Tunes,Looney_Tunes,,8,14,22,8,14,22,7,0.306055,0.325504,1790.380621,5,1,6,0.115789,0
